"id","ticket_id","alert_id","full_log","description","suggestion","is_created"
412,NULL,"1715217001.23681864","May  9 09:09:51 OPNsense-External.localdomain filterlog[35996]: 6\,\,\,ecd3a310894625657c6591b80daa956a\,vtnet1\,match\,block\,in\,4\,0x0\,\,45\,10652\,0\,none\,6\,tcp\,44\,10.178.152.11\,192.168.30.2\,45641\,53311\,0\,S\,1992683429\,\,1024\,\,mss","Credential Access Attempt Detected","A WAZUH alert has been triggered indicating a potential brute force attack attempt on the network. The alert details are as follows:

- **Wazuh ID**: 1715217001.23681864
- **Source IP**: 10.178.152.11
- **Destination IP**: 192.168.30.2
- **Source Port**: 45641
- **Destination Port**: 53311
- **Protocol**: TCP
- **Agent**: OPNsense-External.localdomain
- **Rule ID**: 87702
- **Mitre Tactic**: Credential Access
- **Mitre Technique**: Brute Force

**Recommended Actions**:
1. **Immediate Isolation**: Temporarily block all traffic from the source IP (10.178.152.11) to prevent further unauthorized attempts.
2. **Investigation**: Initiate a detailed investigation to determine if the source IP has been involved in other suspicious activities across the network.
3. **Log Analysis**: Review logs for any successful connections or data breaches that might have occurred from this IP address.
4. **Rule Enhancement**: Update firewall and intrusion detection system rules to enhance detection and blocking capabilities against similar brute force attempts.
5. **Notification**: Inform the cybersecurity response team and relevant stakeholders about the potential security breach for situational awareness and further action.",False
413,NULL,"1715217247.23761535","May  9 09:14:17 OPNsense.localdomain filterlog[89316]: 98\,\,\,d8cd3f41b7d22c1a027ce038bc26a495\,vtnet1\,match\,block\,in\,4\,0x0\,\,64\,58808\,0\,DF\,1\,icmp\,84\,192.168.127.28\,192.168.127.2\,datalength=64","Suspicious ICMP Traffic Blocked","A WAZUH alert has been triggered indicating suspicious ICMP traffic which was blocked by the OPNsense firewall. The alert details are as follows:

- **Source IP**: 192.168.127.28
- **Destination IP**: 192.168.127.2
- **Protocol**: ICMP
- **Rule ID**: 87702
- **Mitre Tactic**: Credential Access
- **Mitre Technique**: Brute Force

**Recommended Actions**:
1. **Investigate the Source**: Check the logs for any unusual activity from the source IP 192.168.127.28 to determine if there have been other attempts to access the network.
2. **Enhance Monitoring**: Increase monitoring on the network segment involving the source and destination IPs to detect further malicious activities.
3. **Review Firewall Rules**: Ensure that the firewall rules are up-to-date and restrict unnecessary ICMP traffic which can be used for network scanning or denial-of-service attacks.
4. **Conduct a Network Sweep**: Use network scanning tools to check for vulnerabilities in the network that could be exploited by attackers.
5. **Alert Response Team**: Inform the cybersecurity response team to take further action based on the findings from the initial investigation.",False
414,NULL,"1715219319.24793071","May  9 09:16:25 OPNsense-External.localdomain filterlog[35996]: 6\,\,\,ecd3a310894625657c6591b80daa956a\,vtnet0\,match\,block\,in\,4\,0x0\,\,64\,13507\,0\,none\,17\,udp\,224\,192.168.127.2\,192.168.127.55\,41335\,514\,204","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious UDP traffic that was blocked by the firewall. The alert details are as follows: The traffic originated from IP address 192.168.127.2 and was directed towards IP address 192.168.127.55 on port 514\, which is typically used for Syslog services. The traffic was blocked by the firewall on the external interface of the OPNsense system. This incident is associated with a potential brute force attack as indicated by the MITRE ID T1110\, which involves attempts to access credentials. Immediate actions recommended include: 1. Review firewall logs for any additional suspicious activities from the source IP. 2. Conduct a thorough investigation on the destination IP to check for any signs of compromise or unusual activities. 3. Implement enhanced monitoring on the source and destination IPs to detect further malicious activities. 4. Verify the integrity and security configuration of the Syslog server to prevent unauthorized access.",False
415,NULL,"1715219559.25664888","May  9 09:52:41 OPNsense-External.localdomain filterlog[35996]: 6\,\,\,ecd3a310894625657c6591b80daa956a\,vtnet1\,match\,block\,in\,4\,0x0\,\,1\,6579\,0\,none\,17\,udp\,61\,192.168.30.196\,224.0.0.252\,56998\,5355\,41","Suspicious UDP Traffic Blocked by OPNsense Firewall","A WAZUH alert was triggered indicating suspicious UDP traffic blocked by the OPNsense firewall. The details are as follows:
- **WAZUH ID**: 1715219559.25664888
- **Source IP**: 192.168.30.196
- **Destination IP**: 224.0.0.252
- **Source Port**: 56998
- **Destination Port**: 5355
- **Protocol**: UDP
- **Agent**: OPNsense-External.localdomain
- **Rule ID**: 87702
- **MITRE ID**: T1110
- **MITRE Tactic**: Credential Access
- **MITRE Technique**: Brute Force

**Recommended Actions**:
1. **Review Firewall Configuration**: Ensure that the firewall rules are correctly configured to block unauthorized traffic.
2. **Investigate Source IP**: Further investigate the source IP 192.168.30.196 to determine if other suspicious activities have been originated from this IP.
3. **Analyze Traffic Patterns**: Analyze traffic patterns for any anomalies or repeated unauthorized access attempts.
4. **Update Security Measures**: Consider updating security measures and rules based on the findings to prevent potential breaches.",False
462,NULL,"1715229015.29747033","May  9 12:30:16 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet1\,match\,block\,in\,4\,0x0\,\,64\,52673\,0\,none\,17\,udp\,81\,192.168.172.19\,8.8.8.8\,41571\,53\,61","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
463,NULL,"1715229258.29790694","May  9 12:34:28 OPNsense.localdomain filterlog[17805]: 8\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet0\,match\,block\,in\,4\,0x0\,\,128\,640\,0\,none\,17\,udp\,78\,172.16.10.198\,172.16.255.255\,137\,137\,58","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
416,NULL,"1715219805.25720043","May  9 09:56:45 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet2\,match\,block\,in\,4\,0x0\,\,127\,54300\,0\,none\,17\,udp\,93\,192.168.174.253\,8.8.4.4\,62085\,53\,73","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious activity on the network. The alert details a blocked UDP packet on the firewall\, originating from an internal IP address (192.168.174.253) and attempting to communicate with an external DNS server (8.8.4.4) over port 53. The packet was blocked due to a match with a security rule configured in the firewall\, specifically designed to block such traffic based on predefined conditions. This incident is associated with a potential brute force attack\, as indicated by the MITRE ID T1110\, which focuses on credential access through brute force methods.

**Recommended Actions:**
1. **Investigate the Source**: Examine the system with the IP address 192.168.174.253 for any signs of compromise or unauthorized configuration changes that could explain the suspicious traffic.
2. **Review Firewall Rules**: Ensure that the firewall rules are up-to-date and appropriately configured to block unwanted or suspicious traffic. Verify that no unauthorized changes have been made to the firewall settings.
3. **Analyze Network Logs**: Look through the network logs for any other unusual activity or repeated attempts to access external DNS servers or other external resources\, which could indicate a broader issue on the network.
4. **Enhance Monitoring**: Increase the monitoring level on the network segment from which the suspicious traffic originated\, focusing on outbound traffic to external IPs and unusual internal communications.
5. **Conduct a Security Audit**: Perform a comprehensive security audit of the network to identify and rectify potential vulnerabilities that could be exploited in a brute force attack or other types of cyber attacks.",False
417,NULL,"1715220046.25783369","May  9 10:00:46 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet1\,match\,block\,in\,4\,0x0\,\,64\,43199\,0\,none\,17\,udp\,81\,192.168.172.19\,8.8.8.8\,40976\,53\,61","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious activity on the network. The alert details a blocked UDP packet from an internal IP address (192.168.172.19) attempting to communicate with an external DNS server (8.8.8.8) over port 53. The packet was intercepted by the OPNsense firewall configured on the ICS network segment. This activity was identified by the firewall's filter log and was automatically blocked due to security policies in place that restrict outbound UDP traffic on port 53 from internal addresses to external DNS servers. This could potentially indicate an attempt at DNS tunneling or unauthorized data exfiltration. Immediate steps to investigate include: 
1. Review the firewall configuration to ensure it correctly implements the organization's security policy. 
2. Examine logs from the affected system (192.168.172.19) to identify any unusual processes or applications that may be attempting to communicate externally. 
3. Conduct a network traffic analysis around the time of the alert to identify any other suspicious activities. 
4. Verify the integrity and security posture of the DNS settings on the internal network. 
5. If malicious intent is confirmed\, further investigate the source and possibly update firewall rules to enhance security measures against similar attempts.",False
418,NULL,"1715220287.25818105","May  9 10:04:48 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet2\,match\,block\,in\,4\,0x0\,\,127\,54614\,0\,none\,17\,udp\,80\,192.168.174.253\,8.8.4.4\,57131\,53\,60","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious activity on the network. The alert details a blocked UDP packet on port 53\, which is typically used for DNS queries. The source IP was 192.168.174.253 and the destination IP was 8.8.4.4\, a public DNS server. This activity was identified by the firewall's filter log and was blocked due to a match with a security rule configured in the OPNsense firewall system. The rule ID associated with this action is 87702\, which is linked to a potential brute force attack as per MITRE's framework with ID T1110. Immediate actions should include: 

1. Review the firewall rule that triggered this alert to understand its conditions. 
2. Investigate the origin of the traffic from IP 192.168.174.253 to determine if any malicious tools or scripts are being executed from this address. 
3. Check other logs for signs of repeated attempts or other suspicious activities that correlate with this event. 
4. Update firewall rules to further restrict unexpected traffic and enhance monitoring on critical network segments. 
5. Conduct a network sweep to detect any unauthorized devices or anomalies.",False
419,NULL,"1715220534.25855008","May  9 10:08:54 OPNsense-External.localdomain filterlog[35996]: 6\,\,\,ecd3a310894625657c6591b80daa956a\,vtnet1\,match\,block\,in\,4\,0x0\,\,128\,11703\,0\,none\,17\,udp\,78\,192.168.30.196\,192.168.30.255\,137\,137\,58","Suspicious UDP Traffic Blocked on External Firewall","A WAZUH alert was triggered indicating suspicious UDP traffic blocked by the OPNsense external firewall. The traffic originated from the IP address 192.168.30.196 and was directed towards the broadcast address 192.168.30.255 on port 137\, which is commonly used for NetBIOS name resolution. This activity is associated with rule 87702 and is linked to MITRE ID T1110\, indicating a potential brute force attack aimed at credential access. Immediate actions to investigate and mitigate include: 
1. Review firewall logs for any further suspicious activity from the source IP or similar patterns. 
2. Conduct a network sweep to identify any unauthorized devices or services on the subnet 192.168.30.0/24. 
3. Increase monitoring rules on the firewall to alert on repeated attempts or similar traffic patterns. 
4. Verify the integrity and security posture of all systems within the affected subnet to ensure no breach has occurred. 
5. If the source IP is identified as a legitimate device\, review its security configuration and scan for malware or unauthorized software.",False
464,NULL,"1715229504.29846205","May  9 12:38:24 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet0\,match\,block\,in\,4\,0x0\,\,128\,962\,0\,none\,17\,udp\,78\,172.16.10.198\,172.16.255.255\,137\,137\,58","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
494,NULL,"1715235469.57960043","Powershell script may be using Base64 decoding method","Suspicious PowerShell Activity Detected","A WAZUH alert has been triggered indicating a potential security threat involving the use of a PowerShell script. The script appears to be employing Base64 decoding\, which is often used in obfuscation techniques to evade detection. This activity has been identified on agent (056) - DC and is associated with rule 91809. The MITRE framework categorizes this under ID T1140\, highlighting it as a Defense Evasion technique specifically used for Deobfuscating/Decoding Files or Information. Immediate actions required include: 1. Isolate the affected system to prevent any potential spread or further actions by the script. 2. Conduct a thorough investigation of the PowerShell script's origin\, purpose\, and full content. 3. Review all recent activity logs related to the affected agent to identify any related events or alterations. 4. Update security measures to detect and mitigate similar scripts and techniques. 5. Prepare a detailed incident report summarizing the findings and remedial actions taken.",False
420,"7e7a0ae7-284a-4f00-a2e3-ab82a9f668e7","1715220774.25919574","May  9 10:12:55 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet2\,match\,block\,in\,4\,0x0\,\,127\,54908\,0\,none\,17\,udp\,71\,192.168.174.253\,8.8.4.4\,56153\,53\,51","Suspicious UDP Traffic Blocked by Firewall","A WAZUH alert was triggered indicating suspicious UDP traffic that was blocked by the firewall. The traffic originated from an internal IP address (192.168.174.253) and was attempting to communicate with an external DNS server (8.8.4.4) over port 53. The firewall rule that triggered the block is identified by the unique identifier '02f4bab031b57d1e30553ce08e0ec131'. This incident is associated with a potential brute force attack as indicated by the MITRE ID T1110\, which focuses on Credential Access through brute force techniques. Immediate steps to investigate include: 1. Review the firewall logs for any further suspicious activity from the source IP. 2. Conduct a network sweep to identify any other anomalies or signs of compromise. 3. Verify the integrity and security configuration of the DNS settings on the network. 4. Increase monitoring on the source IP to detect further malicious attempts.",True
421,NULL,"1715221015.25950519","May  9 10:16:56 OPNsense-External.localdomain filterlog[35996]: 6\,\,\,ecd3a310894625657c6591b80daa956a\,vtnet1\,match\,block\,in\,4\,0x0\,\,128\,32430\,0\,DF\,6\,tcp\,52\,192.168.30.196\,192.168.126.159\,59872\,8383\,0\,S\,2108239481\,\,8192\,\,mss;nop;wscale;nop;nop;sackOK","Credential Brute Force Detection on External Firewall","A WAZUH alert has been triggered indicating a potential brute force attack attempt detected by the OPNsense external firewall. The alert details are as follows:

- **Source IP**: 192.168.30.196
- **Destination IP**: 192.168.126.159
- **Source Port**: 59872
- **Destination Port**: 8383
- **Protocol**: TCP
- **Firewall Rule ID**: ecd3a310894625657c6591b80daa956a

The firewall successfully blocked the connection attempt\, which was identified as a brute force attack based on the pattern of the TCP flags used during the connection attempt. The MITRE ATT&CK framework identifies this pattern as T1110\, which involves credential access through brute force methods.

**Immediate Actions to Take:**
1. **Review Firewall Logs**: Examine detailed logs around the time of the alert to identify any related activity or additional attempts.
2. **Analyze Network Traffic**: Use network analysis tools to monitor ongoing traffic from the source IP to identify any further suspicious activities.
3. **Strengthen Access Controls**: Ensure that robust password policies and account lockout policies are in place to resist brute force attacks.
4. **Alert Monitoring Team**: Inform the cybersecurity monitoring team to keep an enhanced watch on the traffic coming from the identified source IP.
5. **Incident Investigation**: Initiate a formal incident investigation to understand the breadth of the attempt and to identify potential breaches.",False
422,NULL,"1715221258.25996435","May  9 10:21:08 OPNsense.localdomain filterlog[68162]: 8\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet3\,match\,block\,in\,4\,0x0\,\,128\,28130\,0\,none\,17\,udp\,78\,192.168.125.113\,192.168.125.255\,137\,137\,58","Suspicious UDP Traffic Blocked Indicating Potential Brute Force Attempt","A WAZUH alert has been triggered indicating a blocked UDP packet on the network. The details are as follows: A packet from source IP 192.168.125.113 to destination IP 192.168.125.255 using port 137 was blocked by the firewall. This activity is associated with the MITRE ID T1110\, which relates to Credential Access through Brute Force techniques. Immediate actions to be taken include: 1. Review the firewall logs around the time of the alert to identify any related events or patterns of suspicious activity. 2. Investigate the source IP 192.168.125.113 for any anomalies or signs of compromise. 3. Increase monitoring on network traffic involving UDP port 137 to detect further attempts. 4. Correlate this alert with other security tools to check for signs of a coordinated attack or breach. 5. Prepare to adjust firewall rules to further restrict traffic on UDP port 137 if the threat persists.",False
423,NULL,"1715221499.26036048","May  9 10:25:00 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet2\,match\,block\,in\,4\,0x0\,\,127\,55364\,0\,none\,17\,udp\,60\,192.168.174.253\,8.8.4.4\,64267\,53\,40","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
424,NULL,"1715221742.26093700","May  9 10:29:12 OPNsense.localdomain filterlog[68162]: 8\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet3\,match\,block\,in\,4\,0x0\,\,1\,28871\,0\,none\,17\,udp\,61\,192.168.125.113\,224.0.0.252\,55767\,5355\,41","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
425,NULL,"1715221919.26146412","May  9 10:32:06 WeatherCentral sshd[371110]: PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=172.16.10.2  user=acdc","Suspected Brute Force Attack Detected on WeatherCentral","A WAZUH alert has been triggered indicating a potential brute force attack on the WeatherCentral server. The alert details multiple authentication failures from a specific source IP address (172.16.10.2). The alert is classified under rule 2502\, which is associated with credential access attempts using brute force techniques. Immediate actions are required to address this incident:1. **Initial Verification**: Confirm the alert's validity by reviewing the authentication logs on WeatherCentral. Look for patterns of failed login attempts that match the details provided in the alert.2. **Source Identification**: Trace the source IP address (172.16.10.2) to identify the initiating device or network segment. This will help in understanding whether the attack is internal or external.3. **Access Control**: Temporarily block the IP address (172.16.10.2) at the firewall to prevent further unauthorized attempts while the investigation is ongoing.4. **Password Policy Review**: Ensure that the WeatherCentral server has a robust password policy in place. This includes enforcing password complexity\, rotation\, and account lockout policies after a certain number of failed attempts.5. **Audit User Accounts**: Perform an audit of all user accounts on WeatherCentral to check for any unauthorized changes or anomalies in account permissions.6. **System Scan**: Run a comprehensive scan of the WeatherCentral server using antivirus and anti-malware tools to ensure no malicious software has been installed.7. **Log Analysis**: Conduct a detailed analysis of system and security logs around the time of the incident to identify any other suspicious activities.8. **Incident Documentation**: Document all findings and actions taken during the investigation for future reference and compliance requirements.9. **Review and Update Security Measures**: Based on the findings\, review and update the existing security measures to enhance the resilience of WeatherCentral against similar attacks.10. **Continuous Monitoring**: Implement continuous monitoring tools to detect and alert on unusual access patterns in real-time.",False
426,"64ca51b4-afa6-4825-9961-607cfde7a940","1715221989.26166759","May  9 10:33:19 OPNsense.localdomain filterlog[68162]: 8\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet6\,match\,block\,in\,4\,0x0\,\,128\,4707\,0\,DF\,6\,tcp\,52\,192.168.170.112\,192.168.126.159\,63513\,8383\,0\,S\,2455106121\,\,8192\,\,mss;nop;wscale;nop;nop;sackOK","Suspicious TCP Connection Blocked","A WAZUH alert was triggered indicating a blocked TCP connection attempt due to suspicious activity consistent with a brute force attack. The connection attempt was made from IP address 192.168.170.112 to 192.168.126.159 on port 8383. The firewall's action to block this connection was successful\, preventing potential unauthorized access. Immediate steps to investigate include: 1. Review the firewall logs for any additional attempts or patterns from the source IP. 2. Analyze the destination system's logs around the time of the attempt to check for any successful connections or anomalies. 3. Increase monitoring on the source and destination IP addresses to detect further suspicious activities. 4. Verify the security configurations of the destination host\, especially services running on port 8383. 5. Conduct a network sweep to ensure no other systems are compromised or exhibiting similar signs of an attack.",True
428,NULL,"1715222473.26255535","May  9 10:41:13 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet1\,match\,block\,in\,4\,0x0\,\,64\,5226\,0\,none\,17\,udp\,86\,192.168.172.19\,8.8.8.8\,42902\,53\,66","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
429,NULL,"1715222715.26300339","May  9 10:45:25 OPNsense.localdomain filterlog[68162]: 8\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet3\,match\,block\,in\,4\,0x0\,\,128\,30489\,0\,DF\,6\,tcp\,52\,192.168.125.113\,192.168.126.159\,63356\,8383\,0\,S\,2289581417\,\,8192\,\,mss;nop;wscale;nop;nop;sackOK","Duplicate case","This Wazuh alert relates to Cydarm case number [Q3VGJG].",False
430,NULL,"1715222958.26375056","May  9 10:49:28 OPNsense.localdomain filterlog[68162]: 8\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet4\,match\,block\,in\,4\,0x0\,\,128\,24758\,0\,none\,17\,udp\,68\,192.168.124.142\,192.168.124.255\,59291\,1947\,48","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
431,NULL,"1715223200.26406866","May  9 10:53:30 OPNsense.localdomain filterlog[68162]: 8\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet4\,match\,block\,in\,4\,0x0\,\,128\,27369\,0\,DF\,6\,tcp\,48\,192.168.124.143\,192.168.126.159\,50621\,8383\,0\,S\,480075356\,\,8192\,\,mss;nop;nop;sackOK","Duplicate case","This Wazuh alert relates to Cydarm case number [Q3VGJG].",False
432,NULL,"1715223446.26447963","May  9 10:57:36 OPNsense.localdomain filterlog[68162]: 8\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet6\,match\,block\,in\,4\,0x0\,\,128\,25624\,0\,DF\,6\,tcp\,40\,192.168.170.145\,104.98.3.65\,61977\,443\,0\,RA\,2281775470\,2904548425\,0\,\,","Duplicate case","This Wazuh alert relates to Cydarm case number [Q3VGJG].",False
433,NULL,"1715223686.26501657","May  9 11:01:36 OPNsense.localdomain filterlog[68162]: 8\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet4\,match\,block\,in\,4\,0x0\,\,128\,28093\,0\,DF\,6\,tcp\,52\,192.168.124.143\,192.168.126.159\,50689\,8027\,0\,S\,92568942\,\,8192\,\,mss;nop;wscale;nop;nop;sackOK","Duplicate case","This Wazuh alert relates to Cydarm case number [XY9PV3].",False
434,NULL,"1715223928.26636566","May  9 11:05:29 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet1\,match\,block\,in\,4\,0x0\,\,64\,47083\,0\,none\,17\,udp\,86\,192.168.172.19\,8.8.8.8\,60602\,53\,66","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
435,NULL,"1715223989.26944613","Executable file dropped in folder commonly used by malware","Duplicate case","This Wazuh alert relates to Cydarm case number [63LTUF].",False
436,NULL,"1715224163.27332943","May  9 04:09:15 localhost sshd[16306]: Failed password for invalid user administrator from 172.27.224.12 port 38768 ssh2","Brute Force Attack Detected on VPN-ICS","A WAZUH alert has been triggered indicating a brute force attack attempt on the VPN-ICS system. The alert details a failed password attempt for an invalid user 'administrator' from the IP address 172.27.224.12. This activity is associated with the MITRE ID T1110\, which describes tactics and techniques related to credential access through brute force methods. Immediate actions required include: 1. Review and analyze the firewall and VPN logs around the time of the alert to identify any related suspicious activities. 2. Increase the monitoring level on the VPN-ICS system to detect further unusual login attempts. 3. Implement account lockout policies to hinder repeated brute force attempts. 4. Conduct a thorough check of all system accounts to ensure no unauthorized accounts have been created. 5. Update and strengthen password policies across the network to prevent similar attacks. 6. Alert the cybersecurity response team to assess and respond to potential breaches.",False
437,NULL,"1715224169.27349172","May  9 11:09:39 OPNsense.localdomain filterlog[94549]: 8\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet1\,match\,block\,in\,4\,0x10\,\,128\,0\,0\,none\,17\,udp\,328\,0.0.0.0\,255.255.255.255\,68\,67\,308","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
438,NULL,"1715224173.27391911","May  9 04:09:25 localhost sshd[16317]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=172.27.224.12","Suspected Brute Force Attack Detected on VPN-ICS","A WAZUH alert has been triggered indicating a potential brute force attack attempt on the VPN-ICS system. The alert details an authentication failure from an SSH service\, originating from the IP address 172.27.224.12. The MITRE ATT&CK framework identifies this behavior as T1110 (Credential Access via Brute Force). Immediate actions are required to address and mitigate this security threat.Steps to follow:1. Verify the authenticity of the alert by reviewing the SSH logs for the VPN-ICS agent to confirm the failed login attempts.2. Identify the user accounts targeted during the brute force attempt and check for any successful unauthorized access events.3. Temporarily disable SSH access from the IP address 172.27.224.12 to prevent further attempts.4. Increase the monitoring level on the VPN-ICS system to detect additional unauthorized access attempts.5. Conduct a thorough investigation to determine if the brute force attempt was part of a larger attack on the network infrastructure.6. Review firewall and intrusion detection system logs to trace the origin of the attack and assess the scope of the potential impact.7. Implement additional security measures such as multi-factor authentication and stricter password policies to enhance the security posture against brute force attacks.8. Prepare a detailed incident report documenting the event\, actions taken\, and recommendations for preventing similar incidents in the future.",False
478,NULL,"1715232972.30607154","May  9 13:36:13 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet2\,match\,block\,in\,4\,0x0\,\,127\,63483\,0\,none\,17\,udp\,71\,192.168.174.253\,8.8.4.4\,65307\,53\,51","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
495,NULL,"1715235644.59623111","May  9 14:20:45 OPNsense-ICS.localdomain filterlog[79739]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet1\,match\,block\,in\,4\,0x0\,\,64\,36811\,0\,none\,17\,udp\,94\,192.168.172.19\,8.8.8.8\,55752\,53\,74","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
440,NULL,"1715224237.28171829","May  9 04:10:47 Kaminski-V sshd[68081]: Failed password for root from 192.168.170.254 port 56904 ssh2","Detected Brute Force Attack Attempt on SSH Service","A WAZUH alert has been triggered indicating a brute force attack attempt on the SSH service. The alert details a failed password attempt for the root user from the IP address 192.168.170.254. This activity is associated with the MITRE ATT&CK technique T1110\, which involves credential access through brute force methods. Immediate actions are required to address this security threat:

1. Investigate the origin of the IP address 192.168.170.254 to determine if it belongs to a known entity or an external attacker.
2. Review the SSH server logs for any additional unauthorized access attempts or successful breaches.
3. Increase the monitoring intensity on the SSH service to detect further attempts and implement account lockout policies to thwart brute force attacks.
4. Consider implementing multi-factor authentication (MFA) for SSH access to enhance security.
5. Conduct a security audit on all systems accessible via SSH to ensure no other services have been compromised.",False
441,NULL,"1715224410.28286940","May  9 11:13:31 OPNsense-External.localdomain filterlog[35996]: 6\,\,\,ecd3a310894625657c6591b80daa956a\,vtnet1\,match\,block\,in\,4\,0x0\,\,128\,24710\,0\,none\,17\,udp\,68\,192.168.30.196\,255.255.255.255\,56737\,1947\,48","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
442,NULL,"1715224650.28363653","May  9 11:17:40 OPNsense.localdomain filterlog[69026]: 8\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet4\,match\,block\,in\,4\,0x0\,\,128\,29531\,0\,none\,17\,udp\,78\,192.168.124.143\,192.168.124.255\,137\,137\,58","Suspicious UDP Traffic Blocked on Port 137","A WAZUH alert was triggered indicating suspicious activity involving UDP traffic on port 137\, which was blocked by the firewall. The source IP was 192.168.124.143\, and the destination was a broadcast address 192.168.124.255. This activity is associated with potential brute force attempts to access network services using NetBIOS\, a service that runs on port 137. Immediate actions include: 1. Review firewall settings to ensure proper blocking rules are in place. 2. Investigate the source machine (192.168.124.143) for any signs of compromise or unauthorized software. 3. Analyze network logs around the time of the alert to identify any related suspicious activities. 4. Increase monitoring on network segments that involve the source IP to detect further anomalies. 5. Coordinate with network administrators to assess whether additional network security measures are necessary.",False
443,NULL,"1715224891.28417893","May  9 11:21:31 OPNsense-ICS.localdomain filterlog[44651]: 9\,\,\,02f4bab031b57d1e30553ce08e0ec131\,vtnet2\,match\,block\,in\,4\,0x0\,\,127\,47189\,0\,none\,17\,udp\,71\,192.168.174.253\,8.8.8.8\,60671\,53\,51","Duplicate case","This Wazuh alert relates to Cydarm case number [9C7779].",False
444,NULL,"1715225096.28471338","May  9 04:25:04 Jones-T sshd[68106]: Invalid user iso from 192.168.170.254 port 44952","Suspected Brute Force Attack Detected","A WAZUH alert has been triggered indicating a potential brute force attack attempt on the system. The alert details an invalid user login attempt from IP address 192.168.170.254. The specific details are as follows:

- Event Description: Invalid user login attempt via SSH.
- Affected System: Jones-T.
- Source IP: 192.168.170.254.
- WAZUH Rule: 5712.
- MITRE ATT&CK ID: T1110.
- MITRE Tactic: Credential Access.
- MITRE Technique: Brute Force.

**Recommended Actions**:
1. **Immediate Isolation**: Temporarily block all traffic from the source IP 192.168.170.254 to prevent further unauthorized attempts.
2. **Audit Review**: Conduct a thorough review of the system logs around the time of the incident to identify any successful breaches or other suspicious activities.
3. **Credential Verification**: Verify the integrity of user credentials and enforce password changes if any suspicious activity is found.
4. **Security Strengthening**: Implement rate limiting and account lockout policies to mitigate brute force attacks.
5. **Follow-Up Monitoring**: Increase monitoring on the affected systems to detect further unusual activities.",False
